name,creator,price,rating,ratingCount,salesCount,recommendation,affiliateRate,category,source,productUrl
"Mastering ChatGPT: The Ultimate AI Course","Altiam - AI PlanetX",0,197,197,,"RECOMMENDED","partner","template","gumroad_new","https://ugynz"
"90+ Fill-In Social Media Hooks","Marlene Konu",0,194,194,,"RECOMMENDED","partner","template","gumroad_new","https://xsqyfh"
"OpenAI Cheat Sheet","Valdo",10,181,181,156,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://pqizi"
"Notion Habit Tracker","Pathpages",0,193,193,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zdkme"
"250+ Free Canva Mockups and Instagram Templates","Ops & Insights",29,188,188,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://nwnpe"
"Habit Tracker (Automatizado)","Arlaine Braga",0,193,193,,"RECOMMENDED","partner","template","gumroad_new","https://qcibe"
"The ChatGPT Playbook | +150 Unique Prompts","ChatGPT Tricks",10,165,165,422,"RECOMMENDED","partner","template","gumroad_new","https://sauuww"
"Notion Book Tracker","Pathpages",0,191,191,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://akftw"
"Free Exam Preparation & Revision Printables","Emma Studies — Free Printables",0,191,191,,"RECOMMENDED","partner","template","gumroad_new","https://vjtod"
"KDP Cut & Paste Interior Templates","Paul Marles",0,191,191,,"RECOMMENDED","partner","template","gumroad_new","https://vkniv"
"3 Video Templates (FREE)","Devin Jatho",0,190,190,,"RECOMMENDED","partner","template","gumroad_new","https://yistz"
"Notion Finance Tracker Template","Eula",5,185,185,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://wqgre"
"Viral Hook Templates (30)","Devin Jatho",0,188,188,,"RECOMMENDED","partner","template","gumroad_new","https://qyapj"
"Notion-style Icons - Free Set","Mary Amato",0,186,186,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://pbmkt"
"Research Hub","Tona",15,137,137,838,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://cuuwf"
"Notion Planner : Second Brain 6.0 🧠","OlsNotion",79.99,178,178,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://txfwx"
"Threads Mastery Course","Pascio",0,183,183,,"RECOMMENDED","partner","template","gumroad_new","https://ovnir"
"45+ Self-Promo Posts Templates","TheVeller",0,182,182,,"RECOMMENDED","partner","template","gumroad_new","https://whgmyh"
"1000 ChatGPT Search Engine Optimization Prompts","Miguel Anticona",0,179,179,,"RECOMMENDED","partner","template","gumroad_new","https://lkqiqi"
"ChatGPT, DeepSeek, Gemini, Perplexity, Grok Prompts for Professionals - 20 Professions ~ Part 1 / 4","Hams AI Tech",89.99,172,4172,39,"RECOMMENDED","partner","template","gumroad_new","https://aentl"
"The Ultimate "That Girl" Personal Growth Planner | Aesthetic Notion Dashboard | 50% off Black Friday Deal","Maria Whitsett",27,137,137,733,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://vlvnx"
"Essential Life Planner","Hansel Sapkota",0,169,169,161,"RECOMMENDED","partner","template","gumroad_new","https://qpbpxj"
"Notioly - 500+ Notion-style Illustrations","Mary Amato",39,172,172,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dxsgg"
"Elizabeth's Book Notes Formula","Elizabeth Filips",0,177,177,,"RECOMMENDED","partner","template","gumroad_new","https://veqls"
"Complete Guide to Cinematic & Photorealistic Ai Photography! - Prompts, Structure, Style & More!","Tao Prompts",10,162,162,191,"RECOMMENDED","partner","template","gumroad_new","https://aglri"
"The No Plan B Journey [NOTION TEMPLATE]: Pursue Your Plan A & Change Your Life In 6 Months","Elizabeth Chu",0,176,176,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zycgi"
"Headquarters Notion Productivity Template","Productive Setups",79,171,171,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://hpqcg"
"Notion Widget Pack","Neon",2,120,120,999,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://vpqwd"
"Notion Social Media Planner","Pathpages",0,174,174,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zppxd"
"1000 ChatGPT Web Design Prompts","Miguel Anticona",0,174,174,,"RECOMMENDED","partner","template","gumroad_new","https://uutqdf"
"Freelance System","Heyismail",0,132,132,828,"RECOMMENDED","partner","template","gumroad_new","https://fejca"
"Fictional History Timeline","StoryFlint",0,173,173,,"RECOMMENDED","partner","template","gumroad_new","https://jhSXWu"
"KDP Book List Template","Paul Marles",0,173,173,,"RECOMMENDED","partner","template","gumroad_new","https://DLWqH"
"Simple CRM - Notion template","Notion Everything",0,172,172,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://xsory"
"Notion Mood Tracker","Pathpages",0,171,171,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://okgnl"
"12 Week Year Planner","Poonam Sharma",0,171,171,,"RECOMMENDED","partner","template","gumroad_new","https://mqkdc"
"Starting A Digital Business Dashboard","iNotion",0,171,171,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/39386835/rkfcam"
"( $̶1̶9̶ ) 600 ChatGPT Content Marketing Prompts | Easy to Search | Well Structured","ET",19,128,128,750,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://sfrab"
"BEST 150+ ENTREPRENEUR TOOLS FOR 2024","OlsNotion",0,170,2024170,,"RECOMMENDED","partner","template","gumroad_new","https://whsvqf"
"Notebook OS","TheVeller",15,165,165,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/661958867/vzbdpb"
"Notion Ultimate Expense Tracker","Maestro",5,131,131,651,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://bkjsr"
"21,000+ Midjourney Prompts & Art Guide + 9000+ AI Tools Database","Altiam - AI PlanetX",0,168,168,,"RECOMMENDED","partner","template","gumroad_new","https://txmrd"
"The Ultimate No-code toolbox (300+ No-code tools and resources!)","Ops & Insights",0,145,145,441,"RECOMMENDED","partner","template","gumroad_new","https://ehkbw"
"Superior Second Brain in Notion","Neon",5,134,134,556,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://bmqob"
"Ultimate Etsy Success Blueprint","Jordi",50,161,161,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dodnl"
"ChatGPT Prompts to increase Productivity at Work!","Jeff Su",0,166,166,,"RECOMMENDED","partner","template","gumroad_new","https://qbeqbc"
"Notion Student Dashboard & School Management","Solt Wagner",0,166,166,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/883590867/acimj"
"250+ ChatGPT Plugins","TheVeller",0,164,164,,"RECOMMENDED","partner","template","gumroad_new","https://ehzdc"
"THE Skincare Template | Notion","Mir's Desk",0,134,134,600,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://sefkd"
"Brain Dump ( Anime )","Poonam Sharma",0,164,164,,"RECOMMENDED","partner","template","gumroad_new","https://cxmfb"
"Merch Wizard - Monthly Subscription - Merch By Amazon Organizer Tool","Amazon Merch Tools",0,164,164,,"RECOMMENDED","partner","template","gumroad_new","https://tWoWj"
"ChatGPT Prompts for Behavioral + Situational Interview Questions","Jeff Su",0,164,164,,"RECOMMENDED","partner","template","gumroad_new","https://kdkxq"
"ChatGPT Excel","Onzo",0,154,154,180,"RECOMMENDED","partner","template","gumroad_new","https://yepdn"
"100+ Notion Tips","TheVeller",0,163,163,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/661958867/sgjfg"
"Notion Beginner Bundle","Pathpages",0,162,162,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://byxrl"
"[New Version] 4 Page Etsy Worksheets + 4 Bonus Pages! Everything You Need To Plan Your Etsy Shop","M3lart",0,161,161,,"RECOMMENDED","partner","template","gumroad_new","https://pggts"
"ChatGPT Business","Ihtesham Haider",0,160,160,,"RECOMMENDED","partner","template","gumroad_new","https://gzlwze"
"Life OS Dashboard","Chris",149,155,155,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/376061651/gxdxvq"
"Productivity Bundle 2.0 | Task Manager, Time Boxing Planner & Bookmark manager","Poonam Sharma",0,139,139,398,"RECOMMENDED","partner","template","gumroad_new","https://iokkqk"
"SmartSparks","Shushant Lakhyani",5,146,146,156,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://fockd"
"Second Brain Notion Template","Serj Solarkpunk | The Augmentor Academy",0,134,134,492,"HIGHLY RECOMMENDED","partner","productivity","notionstack_matched","https://sHARJ"
"ChatGPT Data & Analytics","Onzo",0,119,119,790,"RECOMMENDED","partner","template","gumroad_new","https://tcefle"
"Notion - Essential Template Bundle","Taskspaces",0,157,157,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mlnvc"
"100 AI-Powered Business Ideas Guides","Miguel Anticona",0,157,157,,"RECOMMENDED","partner","template","gumroad_new","https://jqfhiv"
"Finance Tracker","Karolis Piliponis",0,156,156,,"RECOMMENDED","partner","template","gumroad_new","https://alzoba"
"2024 Planning Template","Anna Hickman",0,156,156,,"RECOMMENDED","partner","template","gumroad_new","https://efesv"
"Notion Weekly Planner","Studio Helena",3,105,105,864,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://lrtto"
"Finance OS","Heyismail",0,152,152,18,"RECOMMENDED","partner","template","gumroad_new","https://lnxcp"
"Notion aesthetic beginners pack","Edun kerry",69,103,103,897,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://fjkncu"
"Ultimate Life OS","Heyismail",0,139,139,270,"RECOMMENDED","partner","template","gumroad_new","https://kxnze"
"Second Brain","NotionAouab",0,152,152,,"RECOMMENDED","partner","template","gumroad_new","https://zbdzer"
"The Ultimate Guide to Midjourney","Madni Aghadi",0,152,152,,"RECOMMENDED","partner","template","gumroad_new","https://xfknr"
"Notion Finance Tracker for Free","Solt Wagner",0,152,152,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/883590867/jviud"
"Producthunt Architect","Pascio",99,129,129,340,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/919154899/zloaa"
"F*!#ing Designers Guide to UI","Michal Malewicz's UX/UI Masterclass",3,116,116,589,"RECOMMENDED","partner","template","gumroad_new","https://lgvtp"
"Getting Things Done (GTD)","Heyismail",0,134,134,304,"RECOMMENDED","partner","template","gumroad_new","https://ovxmta"
"Notion Planners","Pathpages",0,149,149,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://uffbz"
"Niche Hunter - Amazon KDP Research Tool","ShinyWords",0,149,149,,"RECOMMENDED","partner","template","gumroad_new","https://gCdaT"
"Creative Board, +200 Resources, 50 Product Ideas with Guide","Solt Wagner",5,144,144,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/883590867/ybzdf"
"From Idea to Income: 250+ ChatGPT Business Ideas to Start Making Money Today!","Julian | Digital 🚀",8,102,102,824,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://vdmbx"
"Workout Tracker Notion Template by Rosidssoy","Rosidssoy",0,106,106,841,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gxuah"
"Best Free Resources For Professionals","Haonmade Studios",0,148,148,,"RECOMMENDED","partner","template","gumroad_new","https://ijdtj"
"UI/UX Designer Case Study: Notion Template for UI/UX/Product Designers","Paula Notion",0,148,148,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ohqyzy"
"2024 Yearly Planner","JNKxStudio",0,132,132,307,"RECOMMENDED","partner","template","gumroad_new","https://prmoh"
"Projects Management System","Heyismail",0,111,111,727,"RECOMMENDED","partner","template","gumroad_new","https://ivhaj"
"Yearly Planner 2025","Poonam Sharma",0,144,2025144,66,"RECOMMENDED","partner","template","gumroad_new","https://dgqgt"
"Summer Cocktail Monthly Planner 🍹","Nicole Demarchi",0,115,115,643,"RECOMMENDED","partner","template","gumroad_new","https://izljp"
"Notion Task Manager","Mohamad Aizat Bin Ismail",10,142,142,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://sugqx"
"Business Hub for Notion","MrPugo",99,141,141,,"HIGHLY RECOMMENDED","partner","startup","notionstack_matched","https://gumroad.com/a/274189523/emlxwe"
"1000+ Viral AI Art Examples","TheVeller",0,145,145,,"RECOMMENDED","partner","template","gumroad_new","https://egaxvc"
"Client Portal","OlsNotion",0,145,145,,"RECOMMENDED","partner","template","gumroad_new","https://krtoou"
"Notion /dividers: Studio Ghibli Pack","Lari Niehl",0,144,144,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://KGDgSV"
"1000 ChatGPT Social Media Marketing Agency Prompts","Miguel Anticona",0,143,143,,"RECOMMENDED","partner","template","gumroad_new","https://rtppl"
"Google Gemini Copywriting Bundle (1000+ Prompts)","AI Design Club",67,137,137,,"RECOMMENDED","partner","template","gumroad_new","https://dorrb"
"250+ Bestselling Books","TheVeller",0,142,142,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/661958867/titdds"
"The Johnny.Decimal Workbook [D41.00.00]","Johnny “Decimal” Noble",37,90,90,936,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://utdyp"
"2023 Notion vision board + home page template","Madi! tiktok @madilovesbooks",0,139,139,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dbdgm"
"AI Toolbox","Víctor Geis",0,139,139,,"RECOMMENDED","partner","template","gumroad_new","https://cpmpp"
"FREE Daily Journal and Mood Tracker Notion Template","notionrat",0,139,139,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://flevjm"
"Finance Tracker","Easlo",39,134,134,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/602107091/beygm"
"Notion Monk Mode Planner","Pascio",0,139,139,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/919154899/wqrofk"
"The Ultimate Notion Habit Tracker","Hasan",0,138,138,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://bdpym"
"700+ Twitter Swipe File","iNotion",0,137,137,17,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/39386835/yippd"
"How To Make $3000/Month Selling eBooks","HUSTLE & CONQUER",3000,132,132,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://vhCQS"
"Notes Dashboard","Easlo",0,137,137,,"RECOMMENDED","partner","template","gumroad_new","https://lkvvhf"
"The LinkedIn Playbook: Turn your LinkedIn into a money-making machine.","Sohaib Albadawee",20,131,131,,"RECOMMENDED","partner","template","gumroad_new","https://wbafy"
"Planner for Korean Learning | Notion","Mir's Desk",0,136,136,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ofbpo"
"Notion Travel Planner","Million Dollar Habit",0,135,135,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://enpyx"
"The ChatGPT Bible","Alamin Hossain",29.99,122,122,149,"RECOMMENDED","partner","template","gumroad_new","https://ofhee"
"FREE: Reach Your Goal with 90/90/1 Rule","Musli",0,88,88,921,"RECOMMENDED","partner","template","gumroad_new","https://ykxnu"
"Minimal Workspace","Poonam Sharma",0,134,134,,"RECOMMENDED","partner","template","gumroad_new","https://oxybw"
"1000 ChatGPT Copywriting Prompts","Miguel Anticona",0,133,133,,"RECOMMENDED","partner","template","gumroad_new","https://ipkka"
"The Ultimate Learning Guide","Toan Truong",0,133,133,,"RECOMMENDED","partner","template","gumroad_new","https://pjfir"
"2000 ChatGPT UX/UI Prompts","Miguel Anticona",0,133,133,,"RECOMMENDED","partner","template","gumroad_new","https://dwnub"
"Creator OS","Heyismail",0,107,107,515,"RECOMMENDED","partner","template","gumroad_new","https://swfdh"
"Chat LLaMA","SERP AI",3,127,127,11,"RECOMMENDED","partner","template","gumroad_new","https://rwtzt"
"FREEBIE! The Behance Project Template","Ayelet",0,132,132,,"RECOMMENDED","partner","template","gumroad_new","https://etxxl"
"Dashboard - Notion Template","Arlaine Braga",0,132,132,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ogqyu"
"Notion Budget Tracker","EasyBlocks",0,132,132,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mzmrp"
"366 Stoic Quotes of the Day for Notion (Widget)","Philipp Stelzel",19,109,109,348,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://afjxj"
"User Research Guide for UX Designers","Joelle Phua",0,92,92,762,"RECOMMENDED","partner","template","gumroad_new","https://piwdu"
"FREE Twitch Channel Point Designs","Fatsack Fails",0,130,130,,"RECOMMENDED","partner","template","gumroad_new","https://uZmZZ"
"Celestial Connections: Social Media Planner | Notion Template","Nicole Demarchi",10,124,124,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://cakkm"
"Solopreneur Success AI Toolbox","Anfernee",37,111,111,243,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://etnql"
"Animated Slide Deck on Figma | Design and animate your presentation","Rachel How",0,128,128,,"RECOMMENDED","partner","template","gumroad_new","https://ZHIvm"
"E-book Template","Easlo",0,127,127,,"RECOMMENDED","partner","template","gumroad_new","https://nrszg"
