name,creator,price,rating,ratingCount,salesCount,type,subcategory,recommendation,affiliateRate,source,productUrl
"ChatGPT Business","Ihtesham Haider",0,160,160,,"course","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gzlwze"
"Second Brain Notion Template","Serj Solarkpunk | The Augmentor Academy",0,134,134,492,"tool","second-brain","HIGHLY RECOMMENDED","partner","notionstack_matched","https://gumroad.com/a/962870099/sHARJ"
"ChatGPT Data & Analytics","Onzo",0,119,119,790,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/tcefle"
"Notion - Essential Template Bundle","Taskspaces",0,157,157,,"template","bundle","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mlnvc"
"Finance Tracker","Karolis Piliponis",0,156,156,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/alzoba"
"2024 Planning Template","Anna Hickman",0,156,156,,"template","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/efesv"
"Notion Weekly Planner","Studio Helena",3,105,105,864,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lrtto"
"Finance OS","Heyismail",0,152,152,18,"tool","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lnxcp"
"Notion aesthetic beginners pack","Edun kerry",69,103,103,897,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fjkncu"
"Ultimate Life OS","Heyismail",0,139,139,270,"tool","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kxnze"
"Notion Finance Tracker for Free","Solt Wagner",0,152,152,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/883590867/jviud"
"Producthunt Architect","Pascio",99,129,129,340,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/919154899/zloaa"
"Notion Planners","Pathpages",0,149,149,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/uffbz"
"Workout Tracker Notion Template by Rosidssoy","Rosidssoy",0,106,106,841,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gxuah"
"Best Free Resources For Professionals","Haonmade Studios",0,148,148,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ijdtj"
"UI/UX Designer Case Study: Notion Template for UI/UX/Product Designers","Paula Notion",0,148,148,,"tool","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ohqyzy"
"2024 Yearly Planner","JNKxStudio",0,132,132,307,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/prmoh"
"Notion Task Manager","Mohamad Aizat Bin Ismail",10,142,142,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/sugqx"
"Business Hub for Notion","MrPugo",99,141,141,,"tool","dashboard","HIGHLY RECOMMENDED","partner","notionstack_matched","https://gumroad.com/a/274189523/emlxwe"
"1000+ Viral AI Art Examples","TheVeller",0,145,145,,"tool","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/egaxvc"
"Client Portal","OlsNotion",0,145,145,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/krtoou"
"Notion /dividers: Studio Ghibli Pack","Lari Niehl",0,144,144,,"template","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/KGDgSV"
"250+ Bestselling Books","TheVeller",0,142,142,,"course","business","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/661958867/titdds"
"2023 Notion vision board + home page template","Madi! tiktok @madilovesbooks",0,139,139,,"template","template","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/dbdgm"
"AI Toolbox","Víctor Geis",0,139,139,,"tool","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cpmpp"
"FREE Daily Journal and Mood Tracker Notion Template","notionrat",0,139,139,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/flevjm"
"Finance Tracker","Easlo",39,134,134,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/602107091/beygm"
"Notion Monk Mode Planner","Pascio",0,139,139,,"course","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/919154899/wqrofk"
"The Ultimate Notion Habit Tracker","Hasan",0,138,138,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bdpym"
"Notes Dashboard","Easlo",0,137,137,,"course","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lkvvhf"
"Planner for Korean Learning | Notion","Mir's Desk",0,136,136,,"course","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ofbpo"
"Notion Travel Planner","Million Dollar Habit",0,135,135,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/enpyx"
"Minimal Workspace","Poonam Sharma",0,134,134,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/oxybw"
"The Ultimate Learning Guide","Toan Truong",0,133,133,,"course","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/pjfir"
"Creator OS","Heyismail",0,107,107,515,"course","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/swfdh"
"Dashboard - Notion Template","Arlaine Braga",0,132,132,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ogqyu"
"Notion Budget Tracker","EasyBlocks",0,132,132,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mzmrp"
"366 Stoic Quotes of the Day for Notion (Widget)","Philipp Stelzel",19,109,109,348,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/afjxj"
"366 Stoic Quotes of the Day for Notion (Widget)","Philipp Stelzel",19,109,109,348,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/117590867/afjxj"
"Celestial Connections: Social Media Planner | Notion Template","Nicole Demarchi",10,124,124,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cakkm"
"E-book Template","Easlo",0,127,127,,"template","content","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nrszg"
"Notion Bookmark Manager","Pathpages",0,126,126,,"template","reading","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/oxgmv"
"Monthly Planner Notion Template","Lamina Notion",0,105,105,399,"template","goals","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fpqtm"
"Shopping Wishlist","Notionium",0,124,124,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/tqjiq"
"Notion Project Manager","Pascio",0,124,124,,"template","project-management","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vwkns"
"6 Day Email Drip Flow Sequence","Pascio",0,120,120,74,"template","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vvnsv"
"Notion Crash Course","Chris",0,123,123,,"course","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/yizlt"
"Dynamic Habit Tracker","Notion Freak",0,123,123,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wpmimt"
"Notion Crash Course","Chris",0,123,123,,"course","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/376061651/yizlt"
"Lifestyle Design Dashboard Notion Template [Original]","Ella Creative Studio",12,81,81,732,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mbxef"
"1 Year Transformation Navigator","Pascio",15,117,117,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/919154899/lfnoi"
"Personal Home Dashboard Green 🌿  | Notion Template","Your Notion Creator",0,76,76,905,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vsbbp"
"Academic Quest: The Ultimate Study System for Success","Notion Done",29,76,76,789,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ijbvv"
"300+ Notion Resource Pack","iamsourabhshen",5,78,78,745,"tool","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jyxse"
"35+ Notion Marketplaces","Maestro",0,120,120,,"template","productivity","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nhkrg"
"Wishlist [Notion Template]","Rodro",0,120,120,,"template","reading","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/sikcv"
"Notion Mood Journal + Tracker","Gosdee",0,71,71,978,"course","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/uetgx"
"Notion Notes Manager","Gosdee",0,93,93,522,"course","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/oqpwqc"
"100+ Tech Roles Prompt Templates","TheVeller",0,119,119,,"tool","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jcoas"
"Second Brain X","CreatJustas",0,118,118,,"course","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hftmmf"
"Sales OS","TheVeller",20,113,113,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/661958867/ktwgp"
"Free Weekly Planner for Notion","Nova Stocks",0,117,117,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xyaar"
"Notion Monthly Planner for Free","Solt Wagner",0,117,117,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/883590867/quwxfm"
"Notion Get Things Done (GTD) Dashboard","Solt Wagner",0,117,117,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/883590867/ezpyui"
"Notion Starter Kit","Chris",0,117,117,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/376061651/ivprmp"
"Nutrition & Fitness Notion Template","Nicole Demarchi",5,76,76,712,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mbrdp"
"ChatGPT Power Pack","Chris",0,116,116,,"course","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bbjrp"
"ChatGPT Power Pack","Chris",0,116,116,,"course","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/376061651/bbjrp"
"The Cozy Life Ultimate Dashboard - Notion Template","Nick Lafferty",0,86,86,590,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/dezeyy"
"Horizon of Focus (GTD) | Notion Template","Imagination Labs",0,68,68,947,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/470970579/lwvpc"
"Notion-style Scribbles - Free Set","Mary Amato",0,114,114,,"template","bundle","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/omgij"
"Notion Creator Course","Modest Mitkus",119,88,88,409,"course","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/447712467/enehj"
"1000 ChatGPT Mastery Templates Prompts","Miguel Anticona",0,113,113,,"course","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/pvmop"
"Printable & Digital Planners","TheVeller",5,108,108,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/661958867/ordwr"
"The Complete Notion Life OS Bundle","Better Creating",0,67,67,915,"course","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zdewk"
"Goals & Milestones (Notion Template)","Matt Bio",0,112,112,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/346433235/taaor"
"Brand Design Brief Template","Branding Board",2.5,56,56,986,"template","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/myipe"
"Weekly Agenda Template (original)","Jeff Su",0,110,110,,"template","template","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/yxaph"
"Notion Travel Planner","Max Miles Points",9,105,105,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/awswh"
"Notion Wednesday Planner","Easlo Academy",0,109,109,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fynkyh"
"Notion Planner Trio: Daily, Weekly, and Monthly","Mohamad Aizat Bin Ismail",0,109,109,,"course","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kirnq"
"Notion Content Planner","Evelyn",7,104,104,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ofmqw"
"Notion CRM Board for Free","Solt Wagner",0,109,109,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/883590867/nvmwh"
"Notion Task Manager","Gosdee",0,89,89,394,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/pxeal"
"Niche Notion Templates In Demand You Can Create and Sell On Etsy Store","Good Life Core",0,71,71,747,"tool","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vwuyx"
"Notion Travel Manager","Pathpages",0,108,108,,"template","travel","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/stdxzr"
"250+ Student Resources","TheVeller",0,108,108,,"course","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ietgjc"
"100+ Teachers Prompt Templates","TheVeller",0,108,108,,"course","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cvldg"
"The Solopreneur Starter Kit (1,000+ tools, strategies and resources!)","Ops & Insights",0,108,108,,"tool","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wbinn"
"Notion Social Media Planner","Eazypath",0,108,108,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vyxqe"
"Dream Planner","Poonam Sharma",0,108,108,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/frcpl"
"100+ Free Notion Widgets & Tools Database","Hafsah | Notion Templates",0,107,107,,"tool","template","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qxpxu"
"Notion Knowledge Vaults","Kusuma",0,106,106,,"course","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qhkjy"
"List of 200+ Notion Templates","Matt Bio",0,106,106,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xszaf"
"FREE Weekly Habit Tracker - Purple 💜 🔁","The Notion Girlie",0,106,106,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/pxnii"
"150+ Digital Products Ideas","TheVeller",0,106,106,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/agzxlk"
"Getting Things Done (GTD) for Notion","MrPugo",29,101,101,,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/274189523/qbvjg"
"Bookmark Manager OS","TheVeller",15,101,101,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/661958867/uaeky"
"List of 200+ Notion Templates","Matt Bio",0,106,106,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/346433235/xszaf"
"Mood Journal","Poonam Sharma",3,95,95,117,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/eaikk"
"10K Ultimate Social Media Marketing ChatGPT Prompts","Anfernee",0,90,90,312,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mczse"
"Addiction Navigator","Pascio",15,58,58,827,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/919154899/jlllu"
"Hossam's Ultimate Notion Hub","Hossam 🧬",0,104,104,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/sPbcl"
"Notion Habit Tracker","Pathpages",0,104,104,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/psmxez"
"Notion Budget Tracker","Jordi",0,104,104,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/dqudc"
"Notion Content Planner","EasyBlocks",0,104,104,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/pcqoiy"
"Notion Starter Bundle","iamsourabhshen",0,104,104,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ztrvm"
